lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
время	NN	example	22	22_время_308383		Тем временем в Москве сторонники Бориса Березовского из числа членов«Либеральной России» в 15.00 собрались в офисе ЛогоВАЗа на Новокузнецкой улице на чрезвычайное заседание политсовета.	4:12	0:185
время	NN	example	22	22_время_377709		Могли бы они делать и то, что совершает псаломщик во время причащения, т.-е. петь на клиросе:«Тело Христово приимите» или отирать особым платом причастников Св.	53:58	0:160
время	NN	example	22	22_время_52156		Командир улетел на лётную палубу обеспечивать«выход», а я остался один на один с проблемой и с острейшим дифицитом времени.	115:122	0:123
время	NN	example	22	22_время_588208		Эти простодушные дети природы, как и водится, препровождают время в плясках и играх.	60:65	0:84
время	NN	example	22	22_время_50317		Не хватает времени даже газеты читать, а то и ТАСС с шифровками.	11:18	0:64
время	NN	example	22	22_время_171152		Маловероятно, что эта стойка будет использована когда-либо, но в практике каратэ были случаи, когда именно этим приемом во время соревнований по кумитэ удавалось добиться желанной победы над противником.	123:128	0:203
время	NN	example	22	22_время_389888		В Петербурге ей платили неслыханные по тому времени гонорары и принимали при дворе.	44:51	0:83
время	NN	example	22	22_время_254953		В настоящее время наиболее разработанным является понятие синтаксической структуры, приспособленное преимущественно для описания формальной стороны языка, и именно о нем мы в основном и будем говорить; однако при сравнении различных описаний формальной структуры предложения друг с другом естественно принимать во внимание и то, какое из этих описаний удобнее использовать для семантического анализа предложения.	12:17	0:412
время	NN	example	22	22_время_420051		В это время Шурка с разными приятелями бегал по деревне, уходил на речку и за крайним домом, сняв с себя рубаху, надевал ее на пузо, словно фартук.	6:11	0:147
время	NN	example	22	22_время_576135		Поэзия нашего времени имеет и весь его характер-- характер вулканической разрушительности в корифеях и материальной плоскости в их последователях.	14:21	0:146
время	NN	example	22	22_время_271313		А как же стрелок-радист, сука ты распоследняя, в одно и то же время и в наушниках слушает, и из скорострельной пушки стреляет?!	62:67	0:127
время	NN	example	22	22_время_333507		Русская литература не терпела столь важной потери со времени смерти Карамзина.	53:60	0:78
время	NN	example	22	22_время_312093		Спит весь корабль, кроме вахтенных и наказанных; последние в это время стреляют рябчиков(то есть стоят под винтовкой на шкафуте) или работают в особой артели штрафованных, употребляемой для грязных и неприятных работ.	65:70	0:217
время	NN	example	22	22_время_111197		Первая моя коллекция монет горела во время войны.	37:42	0:49
время	NN	example	22	22_время_2245		Сенатор Михаил Маргелов во время вышеозначенного телемоста сравнил резолюцию конгресса США по украинским выборам с инструкцией по использованию туалетной бумаги.	27:32	0:161
время	NN	example	22	22_время_217349		Да и возраст Бофора(он родился в 1616 году) плохо соответствует возрасту Железной Маски(Вольтер говорил, что слышал«от Марсолана, зятя бастильского аптекаря, что последний, за некоторое время до смерти замаскированного узника, слышал от него, что ему было около шестидесяти лет»).	186:191	0:280
время	NN	example	22	22_время_82489		Старшая дочка к этому времени кончала школу.	22:29	0:44
время	NN	example	22	22_время_328061		Ну, бьюсь об заклад, что вы всю ночь просидели в зале рядышком на стульях и о каком-нибудь высочайшем благородстве проспорили все драгоценное время!»	142:147	0:149
время	NN	example	22	22_время_323937		В вечности все есть, не предопределяемое во времени, но определяемое бытийным естеством, одинаково как при сотворении мира, так и после него(«их же предуведе, тех и предустави»), но это не относится к временной жизни, в которой, наоборот, ничего не предопределено и не решено, ибо здесь действует свобода, и от нее зависит спасение или гибель.	11:14	0:343
время	NN	example	22	22_время_235150		Этим скептикам дал отповедь немецкий ученый профессор Г. Ринкер, писавший уже в 1951 году:«Люди обедняют самих себя, когда они избегают встречаться с великими умами; изучение физико-химических работ Ломоносова доставляет наслаждение и в наше время, а также содействует знакомству с творческой личностью, которой можно только удивляться».	242:247	0:337
