lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
сила	NN	example	22	22_сила_182236		Она казалась ему одною из тех женских личностей, которые внезапно из круга семьи выходили героинями в великие минуты, когда падали вокруг тяжкие удары судьбы и когда нужны были людям не грубые силы мышц, не гордость крепких умов, а силы души-- нести великую скорбь, страдать, терпеть и не падать!	193:197	0:296
сила	NN	example	22	22_сила_24371		Хорошая выпивка, думал я, придаст мне силы для этой необходимой операции и избавит ее от лишних страданий.	38:42	0:106
сила	NN	example	22	22_сила_106246		Он редко и неуверенно касается другой области, где в настоящее время как раз с огромною, упорно-длительною силою проявляется неиссякающая жизнь, рождаемая борьбою, злобою и опасностью.	107:112	0:184
сила	NN	example	22	22_сила_36286		Он с такой силой потащил высунувшегося из люка танкиста, что тот только махал руками, пока не был полностью извлечен из своей броневой скорлупы.	11:16	0:144
сила	NN	example	22	22_сила_79523		Хочешь помериться силой?	18:23	0:24
сила	NN	example	22	22_сила_77431		По силе он был собственно тот же, что в годы, когда ему придавал энергию ужас государственной системы подавления.	3:7	0:113
сила	NN	example	22	22_сила_78811		Такие же«камешки» есть и у человека-- это отолиты-- они указывают направление силы тяжести.	78:82	0:91
сила	NN	example	22	22_сила_160281		Сенька со всей, видать, силой собрал губы в трубку и не своим голосом, как удавленник:	24:29	0:86
сила	NN	example	22	22_сила_192227		Я с силой закрыл глаза опять и в то же мгновение решил изо всей силы моей души, что более уже не шевельнусь и не открою глаз, что бы ни ожидало меня.	64:68	0:149
сила	NN	example	22	22_сила_180782		Фразеры развились до последних пределов, настолько, насколько они способны развиться; развились-- и остановились; они сделали все, что могли, и больше от них нечего ждать, это-- выпаханное поле; а у дикарей-- новь, дичь, глушь, репьи да крапива; но есть растительная сила, которую ничто не заменит.	267:271	0:298
сила	NN	example	22	22_сила_125013		Силой духа поэт преодолевает и смерть, и время, и самую вечность; он никогда не жалуется и не боится.	0:5	0:101
сила	NN	example	22	22_сила_102380		Правый фланг-- главные силы.	23:27	0:28
сила	NN	example	22	22_сила_156897		Он оказался в силах развязать в разных странах значительные массовые движения.	14:19	0:78
сила	NN	example	22	22_сила_191299		Этой двойной, так сказать, школе Великого Князя Александра Александровича граф Перовский содействовал всеми силами своей любящей и прекрасной души, и она-то, как потом мы все поняли, сыграла свою великую историческую роль.	108:114	0:222
